start	end	text
242940	244040	Para ver las variables
244040	245780	Como habíamos hablado
245780	246380	La variable
246380	247700	Que identifica cada individuo
247700	248380	Individualmente
248380	250080	Valga la redundancia
250080	250760	Es NR
250760	252260	Tenemos la variable
252260	253240	De años
253240	254220	Que nos dicen
254220	255100	Que años estamos parados
255100	255940	Para este panel
255940	257400	Y después teníamos
257400	258500	Un montón de dummies
258500	260080	Que
260080	261280	En este caso
261280	261780	En particular
261780	262500	En este TP
262500	263200	Lo que vamos a usar
263200	264460	Es la educación
264460	265200	Como
265200	267220	Variable explicativa
267220	267780	Para explicar
267780	268540	La probabilidad
268540	269220	De estar asociado
269220	270040	En un sindicato
270040	273020	Si quisiéramos
273020	274120	Podríamos agregar
274120	274740	Más variables
274740	275400	Que es lo que vamos a hacer
275400	276360	En uno de los ejercicios
276360	276980	Más adelante
276980	278920	Pero
278920	280680	En definitiva
280680	281220	Digamos
281220	282000	Este tipo de datos
282000	283280	Está bueno
283280	284060	Como para jugar
284060	284880	Y viendo qué pasa
284880	285460	Si agrego
285460	286520	Más o menos cosas
286520	288880	En particular
288880	289660	Uno de los que vamos a estar
289660	290280	Resomando hoy
290280	291140	Va a ser el de Black
291140	291880	Por ejemplo
291880	292800	El de Married
292800	293480	Que son
293480	294900	Variables binarias
294900	295240	Que
295240	296380	Como valor 1
296380	297620	Si la persona está casada
297620	298480	Valor 1
298480	299180	Si la persona
299180	300120	Es de rosa negra
300120	302500	Y después tenemos
302500	303220	Un montón de cosas
303220	305980	Hay variables
305980	306660	Que tienen que ver
306660	306980	Con
306980	308500	De qué se trata
308500	309220	El trabajo
309220	309820	De la persona
309820	310920	Si está empleada
310920	313760	Variables
313760	314200	De educación
314200	315300	Geográfica
315300	316860	Años de educación
316860	321960	Y acá tenemos
321960	322640	El summarize
322640	323600	A nivel pool
323600	324120	A nivel
324120	325960	Como si fuese
325960	326640	Todo el panel
326640	327740	Un gran cross section
327740	329080	Es decir
329080	329800	Sin establecer
329800	330300	Ningún tipo
330300	330780	De
330780	333520	De
333520	334300	Estructura
334300	334760	De panel
334760	335620	Sobre los datos
335620	338400	Como en este caso
338400	338980	Sabemos que tenemos
338980	339380	Un panel
339380	339900	Lo que vamos a hacer
339900	340840	Es revuelta a correr
340840	341600	El XTZ
341600	344300	Y vamos a
344300	344740	Summarize
344740	345280	La educación
345280	346160	Para entender
346160	346800	Cómo
346800	351040	Qué es lo que pasa
351040	351760	Con la variable
351760	352260	Que tenemos
352260	353020	Del lado derecho
353020	353760	De nuestra ecuación
353760	354420	Para explicar
354420	355160	La probabilidad
355160	356080	De estar en un sindicato
356080	359240	Si se acuerdan
359240	359920	De una de las primeras
359920	360300	Clases
360300	361160	Cuando corríamos
361160	362100	XTSUM
362100	362920	Podíamos
362920	364380	Hacer
364380	365240	El XTSUM
365240	365920	Completo
365920	369040	Que nos da
369040	369940	Como el XTSUM
369940	370820	Para todas las variables
370820	371340	Del panel
371340	373580	Y nos devuelve
373580	374340	La variabilidad
374340	374840	Overall
374840	375320	Between
375320	375740	Y sin
375740	376760	Yo en este caso
376760	377320	La voy a correr
377320	378100	Para algunas
378100	379980	Variables en específico
379980	380320	Vamos a ver
380320	380840	XTSUM
380840	381720	NR
381720	383680	Near
383680	384840	Y edu
384840	387580	Entonces
387580	388000	¿Se acuerdan?
388100	388960	Lo que nos reportaba
388960	393080	Este código
393080	394440	Era
394440	396640	La variabilidad
396640	397240	Between
397240	397840	Y within
397840	400260	Me gusta correr
400260	400720	Junto con
400720	401120	NR
401120	401720	Y junto con
401720	401920	Year
401920	402560	Para que se vea
402560	403260	Bien en claro
403260	404400	Qué pasa
404400	404920	Cuando
404920	405900	Alguna de las variables
405900	407020	No tiene variabilidad
407020	408100	En alguno de estos dos
408100	409540	Espectros
409540	410600	Por ejemplo
410600	411220	NR
411220	412820	No tiene variabilidad
412820	413220	Within
413220	414460	Porque
414460	415840	El código
415840	416400	Que identifica
416400	417240	Cada individuo
417240	418260	A través de los años
418260	418760	No cambia
418760	419680	Entonces la variabilidad
419680	421260	Dentro de cada observación
421260	422100	Dentro de cada individuo
422100	422600	No va a cambiar
422600	425400	Al contrario
425400	426560	La variable de años
426560	427800	Sí cambia
427800	428760	Para cada individuo
428760	429640	Porque cada individuo
429640	429960	Va a tener
429960	431720	80, 81, 82, 73
431720	432520	Hasta el 87
432520	433580	Pero
433580	436060	Cuando yo comparo
436060	436820	Individuo
436820	437720	Contra individuo
437720	438660	En un mismo año
438660	439860	Ahí no va a haber variabilidad
439860	440800	Porque vamos a estar todos
440800	441660	Parabas en el año
441660	442940	80, 81, 81
442940	444820	¿Qué pasa?
444880	445940	Cuando corremos educación
445940	446840	Lo que vemos es que
446840	447500	La variabilidad
447500	448300	Within es cero
448300	450560	Esto quiere decir
450560	451940	Que funciona
451940	453040	Parecido al NR
453040	454420	Es decir que
454420	455780	Para yo agarro
455780	456420	A un mismo individuo
456420	457100	Y lo miro a través
457100	458200	De todos los años
458200	459200	La educación
459200	459940	No cambia
459940	462540	Esto puede ser
462540	463100	Que sea por cómo
463100	464100	Está diseñada la encuesta
464100	464800	Quizás la encuesta
464800	465240	Se tomó
465240	465440	No sé
465440	465840	Por ejemplo
465840	466380	En el año
466380	467300	88
467300	468840	Y en el 88
468840	469560	Les preguntaron
469560	469860	Bueno
469860	470720	Decime
470720	471780	¿Cuál fue
471780	473020	Tu máximo nivel
473020	473480	De educación
473480	474300	Alcanzado?
474940	475240	O
475240	476120	Tu mínimo
476120	476860	Nivel de educación
476860	478140	Alcanzado en el 80
478140	478540	Entonces
478540	480360	Si vos dejás eso quieto
480360	481580	No sé si
481580	482280	Ahora acá
482280	483360	Explicará
483360	485480	Edu
485480	487300	No creo
487300	491060	Años de escolaridad
491060	493680	No sé si incluye
493680	495920	Solamente secundaria
495920	496260	O
496260	498080	Universitaria también
498080	498500	Pero bueno
498500	501460	Hago este comentario
501460	502240	Porque nos va a servir
502240	503400	Un poquitito más adelante
503400	506860	Bueno
506860	507100	Entonces
507100	507700	Queríamos cerrar
507700	508360	Punto OLS
508360	508680	O sea
508680	509980	Hacer como un OLS
509980	511240	Para todo el panel
511240	511720	Como si fuese
511720	513380	Un cross-section
513380	514880	Así que para hacer eso
514880	515400	Lo que hacemos
515400	517300	Es simplemente
517300	518160	Correr
518160	519420	REG
519420	520800	Unión contra educación
520800	521760	Y después vimos
521760	522500	La opción también
522500	522880	De
522880	525160	Considerar
525160	525840	Errores
525840	526340	Que sean
526340	527340	Robustos
527340	527980	Que la estimación
527980	528500	De los errores
528500	529780	Sea robusta
529780	530240	A
530240	531880	Enteros
531880	533140	Y autocorrelación
533140	538740	Como vimos la vez pasada
538740	540900	Fíjense que los
540900	541300	Proficientes
541300	541840	Entran una
541840	542800	Obviamente no cambian
542800	543420	Lo que va a cambiar
543420	544340	Es la estimación
544340	544560	De
544560	546480	El error estándar
546480	546920	Que en este caso
546920	549700	Entonces
549700	550700	Vamos a borrar
550700	551600	La de los errores
551600	552340	Robustos
552340	554160	Y guardamos
554160	555100	Esa estimación
555100	555720	Dentro del
555720	556380	Punto OLS
556380	557480	Con este
557480	557640	Don
557640	561900	Lo que veíamos
561900	562440	Era que
562440	563240	El coeficiente
563240	563800	Nos daba
563800	564220	Menos
564220	565580	0015
565580	566660	Es decir
566660	566920	Que
566920	568100	Un cambio
568100	568600	En una unidad
568600	569300	En educación
569300	570560	Nos llevaría
570560	571360	A ver
571360	573680	Disminuiría
573680	574700	La probabilidad
574700	575400	Para alguna
575400	576640	Persona
576640	577880	De estar
577880	578500	Asociado
578500	579200	A un sindicato
579200	580380	En
580380	580680	Un punto
580680	581340	15 puntos
581340	582680	Porcentuales
582680	584620	Pero nada
584620	585140	Como veíamos
585140	586100	La vez pasada
586100	587140	Esto no es
587140	587580	Estadísticamente
587580	588340	Significativo
588340	589200	Así que no tenemos
589200	590000	Evidencia
590000	591140	Para recasar
591140	591620	La hipótesis
591620	591820	Nula
591820	592200	De que ese
592200	592500	Parámetro
592500	592940	En realidad
592940	593540	En este modelo
593540	593880	Es cero
593880	595920	Pero bueno
595920	596840	Igual nos sirve
596840	597780	Para hacer el ejercicio
597780	599040	De cómo lo interpretaríamos
599040	599820	Si fuese
599820	601320	Significativo
601320	601940	Básicamente
601940	603640	Mayor educación
603640	604560	Menor probabilidad
604560	605560	De que ocurra
605560	605960	El evento
605960	606480	Éxito
606480	607080	Que en este caso
607080	607420	Es
607420	608420	Estar
608420	610900	Estar
610900	611600	En un
611600	612340	Sindicato
612340	615580	Después
615580	617080	Bueno
617080	617280	Bueno
617280	617640	Ese era
617640	619180	El ejercicio
619180	619480	1
619480	622620	Después
622620	622840	Damos
622840	623460	El ejercicio
623460	623920	B
623920	624620	Que era
624620	625020	Pull
625020	625460	Probit
625460	626380	Para estimar
626380	627140	Este modelo
627140	656560	Lo que vamos a hacer en este caso
656560	657000	Es decir
657000	657020	Es decir
657020	659100	Modelar de una forma
659100	659580	Distinta
659580	660720	Esa probabilidad
660720	662440	De que
662440	664200	Un individuo
664200	664860	Pertenezca
664860	665500	A un sindicato
665500	666640	Dado su nivel
666640	667080	De educación
667080	667880	Que es la variable
667880	668540	Explicativa
668540	669820	Cómo
669820	669840	Cómo
669840	670280	Cómo le vamos
670280	671880	A modelar
671880	672120	Bueno
672120	673320	Siguiendo la distribución
673320	673800	Normal
673800	675320	Evaluada
675320	676280	O dependiendo
676280	677000	De estos
677000	677820	Componentes
677820	680220	Y lo que habíamos discutido
680220	681020	La clase pasada
681020	681620	Es que
681620	683780	Cuando nosotros
683780	684620	Corramos el
684620	684980	Probit
684980	685960	De hecho vamos a hacerlo
685960	688740	Yo acá tengo
688740	689460	Probit
689460	690880	De vuelta
690880	691680	Full
691680	692280	Probit
692280	693200	Porque lo estamos haciendo
693200	693460	Como
693460	695760	Sobre toda la
695760	699620	Sobre toda la muestra
699620	700540	Sin tener en cuenta
700540	701240	La estructura
701240	701760	De panel
701760	703820	Y acá
703820	705680	Incluyendo
705680	706500	Reales estándar
706500	707840	Robustos
707840	710900	Esto nos da
710900	711620	Un coeficiente
711620	712240	De menos
712240	713340	0.050
713340	715960	Si lo comparamos
715960	716620	Con el que teníamos
716620	717220	Hace un rato
717220	718540	Esto me da
718540	719320	0.015
719320	720980	Lo cual
720980	721780	Es bastante
721780	722340	Distinto
722340	723520	Más allá
723520	724020	Digamos
724020	724820	Ignorando el hecho
724820	725600	De que esto es
725600	726700	0.81
726700	727180	Además
727180	729240	O sea que no es
729240	730360	Estadísticamente significativo
730360	731240	Igual que en el caso anterior
731240	734620	El coeficiente
734620	735020	Es distinto
735020	735520	Porque estamos
735520	736120	Estimando
736120	737160	O porque estamos
737160	737800	Mirando cosas
737800	738200	Distintas
738200	738940	Por así decirlo
738940	740960	Cuando nosotros
740960	741460	Miramos
741460	742280	El modelo
742280	743100	Lineal
743100	744000	El pool
744000	744500	Doblez
744500	747440	Si yo miraba
747440	748240	Cuál es
748240	748820	La
748820	751800	Cuál es
751800	752200	El efecto
752200	752660	Parcial
752660	753160	De un cambio
753160	753680	En la educación
753680	755100	Siguiendo este modelo
755100	756940	Lo que nos queda
756940	757240	Es
757240	758000	Que si yo tomo
758000	758660	La derivada
758660	760340	De esa probabilidad
760340	761220	Contra la educación
761220	765140	Esto va a ser igual
765140	766020	A este beta 1
766020	766420	Que está acá
766420	770280	Entonces
770280	770940	El coeficiente
770940	771420	Que sale
771420	772300	De la estimación
772300	773320	De
773320	773820	Digamos
773820	774340	Correr
774340	776460	Red
776460	780620	Unión
780620	781900	Edu
781900	784540	El beta 1
784540	785020	Estimado
785020	785360	Que sale
785360	785680	De ahí
785680	786840	Ya nos está diciendo
786840	788660	Esto que queríamos
788660	789320	Saber nosotros
789320	789940	Que era el efecto
789940	790380	Parcial
790380	792880	Ahora
792880	798120	En el caso
798120	799000	De
799000	802020	El modelo
802020	802380	Pool
802380	802840	Probit
802840	805840	Esto no es tan directo
805840	806660	Porque fíjense
806660	807280	Que si nosotros
807280	808000	Tomamos
808000	808540	De acá
808540	812860	De vuelta
812860	813780	La derivada
813780	814700	O cómo cambia
814700	815380	La probabilidad
815380	816100	Cuando cambia
816100	816680	La educación
816680	819420	Va a ser
819420	819600	Algo
819600	820060	Un poquitito
820060	820820	Más complejo
820820	823480	Que va a venir
823480	823800	Dado
823800	824720	Por esta expresión
824720	824980	De esta
824980	827760	No va a ser
827760	828540	Directamente
828540	829920	El beta 1
829920	830400	Que después
830400	831160	Vamos a estimar
831160	834600	Entonces
834600	835260	¿Cómo hago
835260	836000	Para pedirle
836000	836300	Estata
836300	836880	Que en lugar
836880	837660	De reportarme
837660	838760	Este beta 1
838760	839380	Me dé
839380	840200	Todo
840200	841900	El efecto
841900	842400	Parcial
842400	843100	Eso lo hacíamos
843100	843740	Con los comandos
843740	844820	Merchings
846680	854220	Y bueno
854220	855780	Esto funciona
855780	856620	Digamos
856620	857220	Hacer
857220	858580	Esta expresión
858580	859180	O pensar
859180	859700	En términos
859700	860320	De derivadas
860320	860820	Parciales
860820	861280	Funciona
861280	861680	Por qué
861680	863260	Educación
863260	863800	Es una variable
863800	864360	Continua
864360	865040	Dentro de un rato
865040	865580	Vamos a ver
865580	866220	Cómo
866220	867760	Procedemos
867760	869020	Si es una variable
869020	872500	Entonces
872500	874000	Nada
874000	874760	Vimos eso
874760	877020	Y de vuelta
877020	877920	Queríamos hacer
877920	878480	Pull Probit
878480	879040	Para estimar
879040	879760	Este modelo
879760	880840	Y después calcular
880840	882160	Este efecto marginal
882160	882860	Para entender
882860	883160	Bueno
883160	884200	Cómo cambia
884200	885000	La probabilidad
885000	885660	De estar
885660	886140	Asociado
886140	886640	A un sindicato
886640	887000	Dado
887000	887740	Un cambio
887740	888160	A la educación
888160	902800	Bien
902800	903520	Entonces corrimos
903520	904260	El Pull Probit
904260	904800	Listo
904800	906220	Y corremos
906220	907800	Margins
907800	911740	Y como veíamos
911740	912480	La vez pasada
912480	913060	Si buscan
913060	913500	Help
913500	914380	Margins
914380	919020	Van a ver
919020	919940	Todas las opciones
919940	920560	Que tienen
920560	921680	Para correr
921680	922200	Este comando
922200	922760	Que básicamente
922760	924800	En este caso
924800	925460	Que estamos haciendo
925460	925700	Ahora
925700	926480	Lo que nos devuelva
926480	926720	Es
926720	929160	El efecto marginal
929160	930180	De la variable
930180	931960	Entre paréntesis
931960	932440	Que en este caso
932440	932980	Es la educación
932980	934480	Sobre
934480	937320	O digamos
937320	938340	Pensando en el modelo
938340	939140	Que acabas de correr
939140	939720	En el troit
939720	940400	Que acabas de correr
940400	945280	Eso por un lado
945280	946680	Y bueno
946680	946960	Y abajo
946960	947440	Tenían todas
947440	948060	Las opciones
948060	949280	En este caso
949280	951340	Estamos evaluando
951340	951720	Todo
951720	952440	Ad means
952440	953800	Porque algo
953800	954120	Que también
954120	954600	Comentábamos
954600	955140	La vez pasada
955140	955560	Es bueno
955560	957480	Vos tenés
957480	959020	Este efecto marginal
959020	960280	Que antes
960280	961160	Dependía solamente
961160	961900	De beta 1
961900	962660	Y ahora depende
962660	963020	También
963020	964100	Del nivel de educación
964100	965180	En el que lo evaluás
965180	966980	Básicamente
966980	967740	Lo que te está diciendo
967740	968300	Esto es que
968300	971560	Cómo afecta
971560	973120	La educación
973120	974220	A la probabilidad
974220	975380	De estar en un sindicato
975380	975720	O no
975720	976840	No depende solamente
976840	978040	Del valor del parámetro
978040	978760	O del signo
978760	979500	Del parámetro
979500	980080	Que estimaste
980080	981740	Sino también
981740	983080	De en qué nivel
983080	984020	Educativo estás
984020	984340	O sea
984340	984980	Si estás en un nivel
984980	986180	Educativo más bajo
986180	987720	Dependiendo del signo
987720	988660	Que tenga este beta 1
988660	989340	Y la interacción
989340	990480	Como dentro
990480	991720	De todo el efecto marginal
991720	993000	Puede afectarte
993000	993900	Más o menos
993900	994840	Que si estuvieras
994840	995260	En un nivel
995260	996040	Más alto de educación
996040	998920	Es algo que en general
998920	999620	Está bueno
999620	1000580	De estos modelos
1000580	1001120	Porque
1001120	1003420	Fíjense que
1003420	1006540	Era también
1006540	1007480	Como una limitación
1007480	1008240	En este caso
1008240	1009480	En este caso
1009480	1010400	El beta 1
1010400	1011740	Es como
1011740	1012500	Constante
1012500	1013180	Sea cual sea
1013180	1014260	Tu nivel de educación
1014260	1017320	El efecto marginal
1017320	1019080	En este caso
1019080	1019440	O no
1019440	1023160	Entonces nada
1023160	1023960	El tema es ver
1023960	1024740	También
1024740	1025480	En qué
1025480	1027480	Qué usamos
1027480	1027860	Para
1027860	1029520	Qué enchufamos acá
1029520	1030520	Y bueno
1030520	1031140	Lo que hacemos
1031140	1032320	En este caso
1032320	1034460	Es evaluar
1034460	1035200	En el promedio
1035200	1036640	Y esto lo vamos a usar
1036640	1037640	Bastante hoy
1037640	1038940	Porque hay una versión
1038940	1039640	De la vamos a ver
1039640	1040040	Como bien
1040040	1040620	Viene en el taller
1040620	1042300	Así que
1042300	1043500	Por eso lo menciono
1043500	1046840	Y lo que veíamos
1046840	1049000	Era entonces
1049000	1051160	Que obteníamos
1051160	1053200	Este efecto marginal
1053200	1055000	Menos 0.16
1055000	1055300	O sea
1055300	1056820	0.16 puntos porcentuales
1056820	1057240	Negativos
1057240	1059000	Más bien
1059000	1061180	Un aumento
1061180	1062560	En la variable
1062560	1063220	De educación
1063220	1063920	Nos lleva a una
1063920	1064560	Disminación
1064560	1065660	En la probabilidad
1065660	1065960	De estar
1065960	1066180	O sea
1066180	1066840	En el sindicato
1066840	1067400	En
1067400	1069240	0.16 puntos porcentuales
1069240	1070920	Esto sí es un poco
1070920	1071600	Más parecido
1071600	1072260	A lo que teníamos
1072260	1072720	Antes
1072720	1078920	Creo que es también
1078920	1079620	En Woodridge
1079620	1080520	Que hay una
1080520	1081220	Tablita
1081220	1086020	Y si no es
1086020	1086960	En Woodridge
1086960	1087580	Capaz que es
1087580	1088020	En Cameron
1088020	1088580	Tribal
1088580	1090860	Donde
1090860	1091520	Te dice
1091520	1091840	Cómo
1091840	1093960	Cómo
1093960	1094840	Comparar
1094840	1095300	Esos
1095300	1096120	Efectos
1096120	1097100	Marginales
1097100	1101640	Quizás
1101640	1102040	Lo cerré
1102040	1102360	Bueno
1102360	1103460	Bien
1103460	1104680	Me lo anoto
1104680	1105200	Mentalmente
1105200	1105880	Para que lo veamos
1105880	1106600	Dentro de un rato
1106600	1108260	Cuando hagamos
1108260	1109300	Revisión
1109300	1110260	Bibliografía
1110260	1112440	Que te dice
1112440	1112740	Bueno
1112740	1114840	Multiplicá
1114840	1115540	Este por 3
1115540	1116680	Y con eso
1116680	1117520	Puedes compararlo
1117520	1118520	Con las otras
1118520	1119080	Destinaciones
1119080	1119460	De los otros
1119460	1122580	Bueno
1122580	1125340	Bueno
1125340	1126800	¿Qué más?
1133120	1133980	Nos queda ver
1133980	1134460	Woodridge
1134460	1137520	La idea de Woodridge
1137520	1138320	Es muy parecida
1138320	1139180	Volvemos a tener
1139180	1139540	Un caso
1139540	1139880	Donde
1139880	1141020	La
1141020	1142800	Probabilidad
1142800	1143380	De pertenecer
1143380	1144040	Al sindicato
1144040	1144640	Dado por nivel
1144640	1145160	De educación
1145160	1146700	Viene modelada
1146700	1147440	En este caso
1147440	1148200	Para
1148200	1148900	Por una
1148900	1149860	Función logística
1149860	1151620	Que va a tener
1151620	1152220	Esta pinta
1152220	1154320	Y acá ya tenemos
1154320	1154740	Escrito
1154740	1155460	Cómo es
1155460	1156300	El efecto parcial
1156300	1157100	De la escolaridad
1157100	1158100	Sobre la probabilidad
1158100	1158760	De estar asiliado
1158760	1159360	Un sindicato
1159360	1163960	Acá ya la expresión
1163960	1164860	Es un poquitito
1164860	1165940	Más compleja
1165940	1166520	Si querés
1166520	1168900	Pero si piensan
1168900	1169520	En esto
1169520	1172400	Fíjense que
1172400	1184360	Lo que tenemos
1184360	1186300	Acá
1186300	1188900	Es la probabilidad
1188900	1189920	De estar en el sindicato
1189920	1190420	Dado por nivel
1190420	1190840	De educación
1190840	1192740	Y eso lo escribimos
1192740	1193420	Como este
1193420	1194560	Delta
1194560	1195020	Beta
1195020	1195580	Cero
1195580	1196180	Bueno
1196180	1196420	Delta
1196420	1197060	Mayúscula
1197060	1198720	Es un delta
1198720	1199340	Delta
1199340	1199740	Mayúscula
1199740	1199920	Beta
1199920	1200140	Cero
1200140	1200300	Más
1200300	1200460	Beta
1200460	1200660	Uno
1200660	1200900	Edu
1200900	1202740	Que es toda
1202740	1203360	Esta expresión
1203360	1204960	Y cuando calculamos
1204960	1205440	El efecto
1205440	1206520	Parcial
1206520	1209280	Lo que nos
1209280	1209940	Queda es
1209940	1210460	Que
1210460	1212000	O sea
1212000	1212560	Esto le decimos
1212560	1213100	Que es una función
1213100	1213500	G
1213500	1214340	Que depende de
1214340	1214780	Beta cero
1214780	1215440	Y de beta uno
1215440	1219980	Y al hacer
1219980	1220480	La derivada
1220480	1221440	Contra la educación
1221440	1222100	Nos queda
1222100	1222740	Beta uno
1222740	1225460	Por
1225460	1227720	Todo esto
1227720	1230260	Por
1230260	1230720	Uno
1230720	1231200	Menos
1231200	1232140	Todo eso
1232140	1232900	Ya lo que dije
1232900	1233380	Todo esto
1233380	1235260	Todo esto
1235260	1242920	Que es un poco decir
1242920	1250120	Digo
1250120	1250140	Digo
1250140	1251660	Si esto es la probabilidad
1251660	1251980	De
1251980	1254200	Que estar
1254200	1255860	La probabilidad
1255860	1256880	De estar en el sindicato
1256880	1257620	Dado de DUC
1257620	1260620	Y esto es
1260620	1262080	Uno menos
1262080	1262880	La probabilidad
1262880	1264380	De estar en el sindicato
1264380	1266820	Dado de DUC
1266820	1270220	Entonces esto
1270220	1270820	Es también
1270820	1273340	La probabilidad
1273340	1274000	De no estar
1274000	1274780	En el sindicato
1274780	1281120	Si quieren
1281120	1281500	Me pienso
1281500	1288700	Como la probabilidad
1288700	1289300	Por
1289300	1289880	Uno menos
1289880	1290780	La probabilidad
1290780	1299240	Nada
1299240	1299600	Eso
1299600	1300880	Todo esto
1300880	1301160	Igual
1301160	1302240	De vuelta
1302240	1303000	Va a depender
1303000	1304080	De cómo
1304080	1304980	En qué
1304980	1306040	En qué nivel
1306040	1306600	De educación
1306600	1308080	Lo estemos
1308080	1309220	Evaluando
1309220	1312420	Y
1312420	1314160	Vamos
1314160	1314600	A ir a
1314600	1314940	Estata
1314940	1316000	Hacemos el código
1316000	1330200	Eso ya lo guardí
1330200	1331660	Pero creo que no lo guardé
1331660	1339080	Entonces
1339080	1340040	Me guardo
1340040	1340780	Lo que me devuelve
1340780	1341320	Este margin
1341320	1341800	Centro
1341800	1345600	Acá tengo
1345600	1346160	De la versión
1346160	1346680	Logit
1346680	1347520	Básicamente
1347520	1347940	De vuelta
1347940	1348300	Como es
1348300	1348640	Pull
1348640	1349060	Hacemos
1349060	1349440	El logic
1349440	1349940	Normal
1349940	1351040	Con errores
1351040	1351960	Plasterados
1351960	1354140	Por
1354140	1354560	ID
1354560	1357400	Calculamos
1357400	1358360	Los errores
1358360	1360360	El efecto
1360360	1360820	Marginal
1360820	1361020	O sea
1361020	1361440	Margin
1361440	1362020	De vuelta
1362020	1363140	Y lo guardo
1363140	1363380	Dentro
1363380	1363780	De logic
1363780	1364920	Y lo que hicimos
1364920	1365500	La vez pasada
1365500	1366040	Fue ver
1366040	1366560	Cómo
1366560	1367200	Podíamos
1367200	1367740	Computar
1367740	1368080	De forma
1368080	1368460	Manual
1368460	1368900	Este
1368900	1370000	Error
1370000	1370520	Estándar
1370520	1372540	No sé
1372540	1372920	Si esto
1372920	1373440	Estaba
